title,undertitle,price,address,date,key_value,propertydetail
Apartment For Sale in Mayangone,"Luxury Apartment for sale in Mayangone, Yangon","For Sale                                    
                        5,000 Lakhs","Mayangone, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'Apartment'), ('Floor', '7'), ('Area', ""33' x 55'""), ('Ownership', '')]",Property Name : ရန်ကုန်မြို့ရဲ့ စီးပွားရေးအချက်အချာကျ သွားလာရေးအဆင်ပြေဆုံး နေရာတွေထဲက တစ်ခုဖြစ်တဲ့ မရမ်းကုန်းမြို့နယ်၊ မင်းဓမ္မလမ်းမပေါ် ရွှေကမ္ဘာအိမ်ရာဝန်းအတွင်းမှာ ရှိပါတယ်။
Apartment For Sale in Mayangone,"Luxury Apartment for sale in Mayangone, Yangon","For Sale                                    
                        1,100 Lakhs","Mayangone, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'Apartment'), ('Floor', '2'), ('Area', ""12.50' x 50'""), ('Ownership', '')]",Property Name : သမိုင်းမြို့သစ်၄ လမ်း။ ဒုတိယထပ် အရောင်းလေးပါ။
Apartment For Sale in Thingangkuun,"Luxury Apartment for sale in Thingangkuun, Yangon","For Sale                                    
                        1,200 Lakhs","Thingangkuun, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'Apartment'), ('Floor', '4'), ('Area', ""12.50' x 55'""), ('Ownership', '')]",Property Name :  သင်္ယန်းကျွန်းမြို့နယ် စံပြဈေးအနီး လိုင်စင်ရုံးအနီး ရတနာလမ်းမကြီးအနီး စံပြ6လမ်းရှိ 12‌ပေ၊55ပေရှိ တတိယထပ် 4လွှာ တိုက်ခန်းရောင်းမည်
Apartment For Sale in Hlaing,"Apartment for sale in Hlaing, Yangon","For Sale                                    
                        870 Lakhs","Hlaing, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'Apartment'), ('Floor', '3'), ('Area', ""12.50' x 50'""), ('Ownership', '')]",Property Name : 12ပေခွဲ50 အကျယ်ရှိတဲ့ တိုက်ခန်းကို သိန်း1000အောက်ပဲသုံးချင်တဲ့သူတွေအတွက်
Apartment For Sale in Thingangkuun,"Luxury Apartment for sale in Thingangkuun, Yangon","For Sale                                    
                        1,200 Lakhs","Thingangkuun, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'Apartment'), ('Floor', '2'), ('Area', ""12.50' x 50'""), ('Ownership', '')]",Property Name : သက်န်းကျွန်းမြို့နယ်. လေးထောင့်ကန်ရပ်ကွက်၆ထပ်တိုက်ရဲ့ ၃လွှာ ၂မိုးအောက် အရှေ့လှည့် ခေါင်းရင်းခန်း
House For Sale in Dagon Myothit (North),"Luxury Privatehouse for sale in Dagon Myothit (North), Yangon","For Sale                                    
                        11,700 Lakhs","Dagon Myothit (North), Yangon",Posted Date : 10 Oct 2025,"[('Type', 'House'), ('Area', ""20' x 60'""), ('Ownership', '')]",Property Name : ? မြောက်ဒဂုံ မြို့နယ် ၄၀ ရပ်ကွက် — 2.5 RC လုံးချင်းတိုက်အသစ်လေးဖြင့် မိတ်ဆက်ပေးပါရစေ
Land For Sale in Thanlyin," Land for sale in Thanlyin, Yangon","For Sale                                    
                        25,000 Lakhs","Thanlyin, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'Land'), ('Area', ""130' x 80'""), ('Ownership', '')]",Property Name : ရှားပါး သန်လျင်တံတားဆင်းခြံကျယ်
Apartment For Sale in Bahan,"Luxury Apartment for sale in Bahan, Yangon","For Sale                                    
                        4,300 Lakhs","Bahan, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'Apartment'), ('Floor', '2'), ('Area', ""28' x 55'""), ('Ownership', '')]",Property Name : ကန်တော်ကြီးရှေ့ လမ်းမတန်း ရှားပါးအခန်းကျယ် အရောင်း
Apartment For Sale in Okkalappa South,"Luxury Apartment for sale in Okkalappa South, Yangon","For Sale                                    
                        3,380 Lakhs","Okkalappa South, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'Apartment'), ('Floor', 'gf'), ('Area', ""18' x 54'""), ('Ownership', '')]",Property Name : တောင်ဥက္ကလာပ မြို့နယ်၊ မေတ္တာလမ်းမကြီး ကျောကပ် | ? ၁၃ စျေး၊ ဘဏ်၊ ကားဂိတ် ~ ၁ မိနစ်လောက် လမ်းလျောက်
House For Sale in Dagon Myothit (East),"Luxury Privatehouse for sale in Dagon Myothit (East), Yangon","For Sale                                    
                        8,500 Lakhs","Dagon Myothit (East), Yangon",Posted Date : 10 Oct 2025,"[('Type', 'House'), ('Area', ""40' x 60'""), ('Ownership', '')]",Property Name : အရှေ့ဒဂုံမှာအတွင်းလမ်းမပေါ်က ဆောက်လုပ်ပြီးသား လုံးချင်းအိမ်အရောင်း
Royal Garden View Condominium for Sales Tamwe Township in Yangon,"3 bedroom, 3 bathroom Condo for sale in Tamwe, Yangon","For Sale                                    
                        9,500 Lakhs","Tamwe, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'Condo'), ('Floor', 'Middle floor'), ('Area', '1626 ft<sup>2</sup>'), ('Bed Room', '3'), ('Bath Room', '3'), ('Ownership', '')]",Property Name : တာမွေမြို့နယ်ရှိRoyal Garden View Condominiumအရောင်းများ/Royal Garden View Condominium for Sales Tamwe Township in Yangon
Landed House for Sales Bahan Township in Yangon,"Luxury Privatehouse for sale in Bahan, Yangon","For Sale                                    
                        92,835 Lakhs","Bahan, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'House'), ('Area', '6189 ft<sup>2</sup>'), ('Ownership', '')]",Property Name : ရွှေတောင်ကြားကမ္ဘာဇရိပ်သာလမ်းရှိလုံးချင်းအိမ်အရောင်း/Landed House for Sales Bahan Township in Yangon
Land Only for Sales Mayangone Township in Yangon," Land for sale in Mayangone, Yangon","For Sale                                    
                        30,000 Lakhs","Mayangone, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'Land'), ('Area', ""80' x 80'""), ('Ownership', '')]",Property Name : မရမ်းကုန်းမြို့နယ်ရဲ့ အောင်သိဒ္ဓိရိပ်သာအတွင်းရှိမြေကွက်ကျယ်အရောင်း/Land Only for Sales Mayangone Township in Yangon
Condo For Sale in Okkalappa North,"2 bedroom, 2 bathroom Condo for sale in Okkalappa North, Yangon","For Sale                                    
                        2,500 Lakhs","Okkalappa North, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'Condo'), ('Area', ""54' x 19'""), ('Bed Room', '2'), ('Bath Room', '2'), ('Ownership', '')]",Property Name : မြောက်ဥက္ကလာ ဈေးရုံကြီးရှေ့တည့်တည့်ရှိ Royal Myanmar Condo အသင့်နေ ရောင်းပါမည်
House For Sale in Thingangkuun,"Luxury Privatehouse for sale in Thingangkuun, Yangon","For Sale                                    
                        40,000 Lakhs","Thingangkuun, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'House'), ('Floor', '3'), ('Area', '4300 ft<sup>2</sup>'), ('Ownership', '')]",Property Name : သုဝဏ္ဏ ကမာကြည်လမ်းမပေါ် မြို့ဦးဆုတောင်းပြည့်စေတီအရှေ့ အမည်ပေါက် လုံးချင်းအိမ်ကြီး ရောင်းပါမည်
House For Sale in Dagon Myothit (North),"4 bedroom, 3 bathroom Privatehouse for sale in Dagon Myothit (North), Yangon","For Sale                                    
                        35,000 Lakhs","Dagon Myothit (North), Yangon",Posted Date : 10 Oct 2025,"[('Type', 'House'), ('Area', ""93' x 71'""), ('Bed Room', '4'), ('Bath Room', '3'), ('Ownership', '')]",Property Name : မြောက်ဒဂုံ (၄၈)ရပ်ကွက်တွင် ခြံကျယ်ကျယ် လုံးချင်းအိမ် ဂရန်အအမည်ပေါက် ရောင်းပါမည်
Land Only for Sales Thingangyun Township in Yangon," Land for sale in Thingangkuun, Yangon","For Sale                                    
                        40,000 Lakhs","Thingangkuun, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'Land'), ('Area', ""70' x 80'""), ('Ownership', '')]",Property Name : သင်္ဃန်းကျွန်းမြို့နယ်၊ သုဝဏ္ဏ VIP ရှိ မြေသီးသန့်အရောင်း / Land Only for Sales Thingangyun Township in Yangon
Landed House for Sales Mayangone Township in Yangon,"Luxury Privatehouse for sale in Mayangone, Yangon","For Sale                                    
                        40,000 Lakhs","Mayangone, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'House'), ('Floor', 'Building 2 RC'), ('Area', ""70' x 90'""), ('Ownership', '')]",Property Name : မရမ်းကုန်းမြို့နယ်၊ ပါရမီရိပ်သာ အတွင်းလမ်းကျယ်ထဲရှိ ၂ထပ်လုံးချင်းအရောင်း / Landed House for Sales Mayangone Township in Yangon
Sanchaung Garden Residence for Sales Sanchaung Township in Yangon,"2 bedroom, 2 bathroom Condo for sale in Sanchaung, Yangon","For Sale                                    
                        8,500 Lakhs","Sanchaung, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'Condo'), ('Floor', 'High floor'), ('Area', '787 ft<sup>2</sup>'), ('Bed Room', '2'), ('Bath Room', '2'), ('Ownership', '')]",Property Name : Facilities များ စုံလင်စွာပါရှိတဲ့ ?Sanchaung Garden Residence? အရောင်းခန်းလေးနဲ့ မိတ်ဆက်ပေးပါ့မယ်ခင်ဗျာ / Sanchaung Garden Residence for Sales Sanchaung Township in Yangon
Paw San Mhwe Condo for Sales Thingangyun Township in Yangon,"3 bedroom, 3 bathroom Condo for sale in Thingangkuun, Yangon","For Sale                                    
                        6,500 Lakhs","Thingangkuun, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'Condo'), ('Floor', 'Lower floor'), ('Area', '1460 ft<sup>2</sup>'), ('Bed Room', '3'), ('Bath Room', '3'), ('Ownership', '')]",Property Name : Paw San Mhwe Condo မှ 3 Bedrooms အခန်းအရောင်း / Paw San Mhwe Condo for Sales Thingangyun Township in Yangon
Land Only for Sales Yankin Township in Yangon," Land for sale in Yankin, Yangon","For Sale                                    
                        23,000 Lakhs","Yankin, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'Land'), ('Area', ""93' x 60'""), ('Ownership', '')]",Property Name : ရန်ကင်း၊ ပါရမီရိပ်သာအတွင်းရှိ စျေးနှုန်းသင့် ?မြေကွက်ကျယ် အရောင်း / Land Only for Sales Yankin Township in Yangon
Landed House for Sales Mayangone Township in Yangon,"Luxury Privatehouse for sale in Mayangone, Yangon","For Sale                                    
                        21,000 Lakhs","Mayangone, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'House'), ('Floor', 'Building 2 RC'), ('Area', '0.07 acre'), ('Ownership', '')]",Property Name : မရမ်းကုန်းမြို့နယ်၏ အဓိကလမ်းမကြီးတစ်ခုဖြစ်သည့် အောင်သိဒ္ဓိလမ်းမပေါ်ရှိ ဈေးနှုန်းသင့် နေရာကောင်းတစ်ခုနဲ့ မိတ်ဆက်ပေးပါ့မယ်ခင်ဗျာ / Landed House for Sales Mayangone Township in Yangon
Diamond Inya Palace Condominium for Sales Mayangone Township in Yangon,"2 bedroom, 2 bathroom Condo for sale in Mayangone, Yangon","For Sale                                    
                        9,450 Lakhs","Mayangone, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'Condo'), ('Floor', 'Middle floor'), ('Area', '1000 ft<sup>2</sup>'), ('Bed Room', '2'), ('Bath Room', '2'), ('Ownership', ''), ('Furnishing Type', 'Fully Furnished')]",Property Name : မရမ်းကုန်းမြို့နယ်၊ ပါရမီလမ်းမကြီးအနီးက ?Diamond Inya Palace Condominium အရောင်းခန်းများ / Diamond Inya Palace Condominium for Sales Mayangone Township in Yangon
Shwe Moe Kaung Condominium for Sales Yankin Township in Yangon,"4 bedroom, 4 bathroom Condo for sale in Yankin, Yangon","For Sale                                    
                        18,500 Lakhs","Yankin, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'Condo'), ('Floor', 'penthouse'), ('Area', '3050 ft<sup>2</sup>'), ('Bed Room', '4'), ('Bath Room', '4'), ('Ownership', '')]",Property Name : Shwe Moe Kaung Condominium ရှိ ပြင်ဆင်ထားပြီးသော Penthouse အရောင်းခန်း / Shwe Moe Kaung Condominium for Sales Yankin Township in Yangon
Land Only for Sales Thingangyun Township in Yangon," Land for sale in Thingangkuun, Yangon","For Sale                                    
                        34,000 Lakhs","Thingangkuun, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'Land'), ('Area', '4000 ft<sup>2</sup>'), ('Ownership', '')]",Property Name : သင်္ဃန်းကျွန်းမြို့နယ် မလိခအိမ်ယာဝန်းရှိ မြေကွက်သီးသန့်အရောင်း /Land Only for Sales Thingangyun Township in Yangon
Landed House for Sales Mayangone Township in Yangon,"Luxury Privatehouse for sale in Mayangone, Yangon","For Sale                                    
                        42,000 Lakhs","Mayangone, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'House'), ('Floor', 'Building 1 RC'), ('Area', '9000 ft<sup>2</sup>'), ('Ownership', '')]",Property Name : မရမ်းကုန်းမြို့နယ်၊ ပါရမီလမ်းမအနီးရှိ လမ်းကျယ်၊ ခြံကျယ်၊ စျေးတန် ၁ထပ်တိုက် အရောင်း / Landed House for Sales Mayangone Township in Yangon
Landed House for Sales Bahan Township in Yangon,"6 bedroom, 6 bathroom Privatehouse for sale in Bahan, Yangon","For Sale                                    
                        75,000 Lakhs","Bahan, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'House'), ('Floor', 'Building 3 RC'), ('Area', ""60' x 70'""), ('Bed Room', '6'), ('Bath Room', '6'), ('Ownership', '')]",Property Name : ဗဟန်းမြို့နယ် ကန်တော်ကြီးအနီး Modern House လုံးချင်းအိမ်အရောင်း / Landed House for Sales Bahan Township in Yangon
Shwe Zabu Deik Condominium for Sales Ahlone Township in Yangon,"4 bedroom, 4 bathroom Condo for sale in Ahlon, Yangon","For Sale                                    
                        16,500 Lakhs","Ahlon, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'Condo'), ('Floor', 'High floor'), ('Area', '2360 ft<sup>2</sup>'), ('Bed Room', '4'), ('Bath Room', '4'), ('Ownership', ''), ('Furnishing Type', 'Fully Furnished')]",Property Name : အလုံမြို့နယ်၊ ကြည့်မြင့်တိုင်ကမ်းနားလမ်းမရှိ Shwe Zabu Deik Condominium (4Bedroom) အရောင်းခန်း?? / Shwe Zabu Deik Condominium for Sales Ahlone Township in Yangon
Royal Theikdi Condo for Sales Mayangone Township in Yangon,"2 bedroom, 2 bathroom Condo for sale in Mayangone, Yangon","For Sale                                    
                        4,500 Lakhs","Mayangone, Yangon",Posted Date : 10 Oct 2025,"[('Type', 'Condo'), ('Floor', 'High floor'), ('Area', '973 ft<sup>2</sup>'), ('Bed Room', '2'), ('Bath Room', '2'), ('Ownership', '')]",Property Name : မရမ်းကုန်းမြို့နယ် Royal Theikdi Condo 2 Bedrooms အရောင်း / Royal Theikdi Condo for Sales Mayangone Township in Yangon
House For Sale in Dagon Myothit (North),"Luxury Privatehouse for sale in Dagon Myothit (North), Yangon","For Sale                                    
                        12,600 Lakhs","Dagon Myothit (North), Yangon",Posted Date : 09 Oct 2025,"[('Type', 'House'), ('Area', ""20' x 60'""), ('Ownership', ''), ('Furnishing Type', 'Fully Furnished')]",Property Name : မြောက်ဒဂုံမြို့နယ် ၄၀ ရပ်ကွက် ဘုရင့်နောင်လမ်းမကြီး တစ်ဆစ်ချိုးရှိ ​​3RC Roof Slab အရောင်း
Apartment For Sale in Yankin,"1 bathroom Apartment for sale in Yankin, Yangon","For Sale                                    
                        1,650 Lakhs","Yankin, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Apartment'), ('Floor', 'မြေညီထပ်'), ('Area', ""35' x 13'""), ('Bath Room', '1'), ('Ownership', '')]",Property Name : ရန်ကင်း ဈေးတန်မြေညီထပ်
House For Sale in Dagon Myothit (North),"9 bedroom, 7 bathroom Privatehouse for sale in Dagon Myothit (North), Yangon","For Sale                                    
                        12,900 Lakhs","Dagon Myothit (North), Yangon",Posted Date : 09 Oct 2025,"[('Type', 'House'), ('Floor', '3'), ('Area', ""60' x 21'""), ('Bed Room', '9'), ('Bath Room', '7'), ('Ownership', ''), ('Furnishing Type', 'Partially Furnished')]",Property Name : #မြောက်ဒဂုံ ၄၁ရပ်ကွက် ဦးဝိစာရလမ်း နှင့် တပင်ရွှေထီးလမ်း ဒဲ့ပေါက် (3RC).လုံးချင်း အသစ်အသင့်နေရောင်း#
House For Sale in Dagon Myothit (East),"Luxury Privatehouse for sale in Dagon Myothit (East), Yangon","For Sale                                    
                        5,500 Lakhs","Dagon Myothit (East), Yangon",Posted Date : 09 Oct 2025,"[('Type', 'House'), ('Area', ""40' x 60'""), ('Ownership', '')]",Property Name : အရှေ့ဒဂုံမြို့နယ်က မိန်းလမ်းမတန်းနဲ့ကျောကပ်တဲ့ 2BNအရောင်း
Condo For Sale in Thingangkuun,"2 bedroom, 2 bathroom Condo for sale in Thingangkuun, Yangon","For Sale                                    
                        2,570 Lakhs","Thingangkuun, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Condo'), ('Floor', '7'), ('Area', ""55' x 18'""), ('Bed Room', '2'), ('Bath Room', '2'), ('Ownership', '')]",Property Name : သင်္ဃန်းကျွန်း ဝေသန္တရာလမ်းထဲတွင် ဈေးတန်သောအသင့်နေ Minicondo ရောင်းပါမည်
Sanchaung Garden Residence Condominium for Sales Sanchaung Township in Yangon,"3 bedroom, 3 bathroom Condo for sale in Sanchaung, Yangon","For Sale                                    
                        8,500 Lakhs","Sanchaung, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Condo'), ('Floor', 'Middle floor'), ('Area', '1056 ft<sup>2</sup>'), ('Bed Room', '3'), ('Bath Room', '3'), ('Ownership', '')]",Property Name : စမ်းချောင်းမြို့နယ်ရှိ Sanchaung Garden Residence Condominiumအရောင်း/Sanchaung Garden Residence Condominium for Sales Sanchaung Township in Yangon
Apartment For Sale in Insein,"Luxury Apartment for sale in Insein, Yangon","For Sale                                    
                        1,800 Lakhs","Insein, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Apartment'), ('Floor', 'GF'), ('Area', ""15' x 50'""), ('Ownership', '')]",Property Name : အင်းစိန် တိုက်ခန်းမြေညီအရောင်းလေး
Condo For Sale in Bahan,"Luxury Condo for sale in Bahan, Yangon","For Sale                                    
                        8,100 Lakhs","Bahan, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Condo'), ('Floor', '7'), ('Area', '1189 ft<sup>2</sup>'), ('Ownership', '')]",Property Name :  ကမ္ဘာအေးဘုရားလမ်းမအနီး   စိမ်းလဲ့မေရိပ်သာလမ်းမှာရှိတဲ့   ? Avenue 18 ?  CONDO FOR SALE
Land For Sale in Dagon Myothit (East)," Land for sale in Dagon Myothit (East), Yangon","For Sale                                    
                        5,500 Lakhs","Dagon Myothit (East), Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Land'), ('Area', ""40' x 60'""), ('Ownership', '')]",Property Name : အရှေ့ဒဂုံမြို့နယ်က မိန်းလမ်းမတန်းနဲ့ဒဲ့ပေါက်တဲ့ မြေကွက်အရောင်း
Gems Condominium for Sales  Hlaing Township in Yangon,"3 bedroom, 3 bathroom Condo for sale in Hlaing, Yangon","For Sale                                    
                        10,000 Lakhs","Hlaing, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Condo'), ('Floor', 'Middle floor'), ('Area', '1505 ft<sup>2</sup>'), ('Bed Room', '3'), ('Bath Room', '3'), ('Ownership', '')]",Property Name : လှိုင်မြို့နယ်ရှိ Gems Condominiumအရောင်း/Gems Condominium for Sales  Hlaing Township in Yangon
Apartment For Sale in Thingangkuun,"Luxury Apartment for sale in Thingangkuun, Yangon","For Sale                                    
                        1,850 Lakhs","Thingangkuun, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Apartment'), ('Floor', '2'), ('Area', ""18' x 54'""), ('Ownership', '')]",Property Name : သင်ဃန်းကျွန်း လူစည်ကားရာ ရပ်ကွက်မှာ  ?သိန်း1850 (ညှို နှိုင်း ပါးပါးလျော့)  ✅ပြင်ဆင်ပီး အသင့်နေယုံ   ✅တိုက်ခန်း အရောင်းလေးပါရှင်။
Apartment For Sale in Okkalappa South,"Luxury Apartment for sale in Okkalappa South, Yangon","For Sale                                    
                        2,450 Lakhs","Okkalappa South, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Apartment'), ('Floor', '1'), ('Area', ""18' x 54'""), (' Phone ', 'Yes'), ('Ownership', 'Contract')]",Property Name : တောင်ဥက္ကလာ၊ ၅ ရပ်ကွက်၊ တကောင်းလမ်းမ (သံသုမာလမ်း &amp; ပါရမီ လမ်းမကြီး အနီး) 
Land For Sale in Dagon Myothit (North)," Land for sale in Dagon Myothit (North), Yangon","For Sale                                    
                        11,500 Lakhs","Dagon Myothit (North), Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Land'), ('Area', ""40' x 60'""), ('Ownership', '')]",Property Name : ♦️ မြောက်ဒဂုံမြို့နယ်#ပင်လုံဒဲ့ပေါက်ရှာနေသူများအတွက်
The Leaf Residence Condominium for Sales  Hlaing Township in Yangon,"3 bedroom, 3 bathroom Condo for sale in Hlaing, Yangon","For Sale                                    
                        11,500 Lakhs","Hlaing, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Condo'), ('Floor', 'High floor'), ('Area', '1711 ft<sup>2</sup>'), ('Bed Room', '3'), ('Bath Room', '3'), ('Ownership', '')]",Property Name : လှိုင်မြို့နယ်ရှိThe Leaf Residence Condominiumအရောင်း/The Leaf Residence Condominium for Sales  Hlaing Township in Yangon
Apartment For Sale in Thingangkuun,"Luxury Apartment for sale in Thingangkuun, Yangon","For Sale                                    
                        1,450 Lakhs","Thingangkuun, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Apartment'), ('Area', ""12.50' x 50'""), ('Ownership', '')]",Property Name :  ငမိုးရိပ် ၈ လမ်း အပိုင်း ၂ သင်္ဃန်းကျွန်း မြို့နယ် ရန်ကုန်တိုင်းဒေသကြီး။ (သံသုမာ လမ်းမကြီး ဒဲ့ပေါက် ဈေးနီး ကျောင်းနီး ကညန မြင်သာလိုင်စင်ရုံးနှင်နီး စံပြဈေး မှတ်တိုင်နီး)
Apartment For Sale in Hlaing,"Luxury Apartment for sale in Hlaing, Yangon","For Sale                                    
                        4,500 Lakhs","Hlaing, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Apartment'), ('Floor', 'GF'), ('Area', ""15' x 54'""), ('Ownership', '')]",Property Name : လှိုင်မြို့နယ် (11)ရပ်ကွက်    ဓမ္မာရုံ (1) လမ်းမြေညီ တိုက်ခန်းရောင်းမည်
House For Sale in Dagon Myothit (East)," Privatehouse for sale in Dagon Myothit (East), Yangon","For Sale                                    
                        11 Lakhs","Dagon Myothit (East), Yangon",Posted Date : 09 Oct 2025,"[('Type', 'House'), ('Area', ""20' x 60'""), ('Ownership', '')]",Property Name : အိမ်ငှါးမည်  အရှေ့ဒဂုံ ၈ရပ်ကွက်မြောက်ဒဂုံအနီး  ဗိုလ်စောနောင်လမ်းဒဲ့ပေါက် ငလုံးလဖယ်လမ်းဒဲ့ပေါက်
Apartment For Sale in Okkalappa South,"Affordable Apartment for sale in Okkalappa South, Yangon","For Sale                                    
                        200 Lakhs","Okkalappa South, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Apartment'), ('Floor', '2'), ('Area', ""18' x 55'""), ('Ownership', '')]",Property Name : တောင်ဥက္ကလာပမြို့နယ် ( ၇ရပ်ကွက်) ရာဇသူရ ၁၄လမ်း (ဂ) သစ္စာလမ်းမကြီးဒဲ့ပေါက်နှင့် သံသုမာလမ်းမကြီးကျောကပ်#တိုက်ခန်းအရောင်း 
Apartment For Sale in Tamwe,"Luxury Apartment for sale in Tamwe, Yangon","For Sale                                    
                        1,250 Lakhs","Tamwe, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Apartment'), ('Floor', '4'), ('Area', ""13' x 54'""), ('Ownership', '')]",Property Name : - ရန်ကုန်တိုင်း တောင်ဥက္ကလာပမြို့နယ် စီမံကိန်း(၂) ရက်ကွက်၊ ဗိုလ်အောင်ကျော်လမ်း ၊ တိုက်ခန်းကျယ်‌ေလးကို #ချိုသာသောစျေးနှုန်းဖြင့်ရောင်းချပေးချင်ပါသည်ခင်ဗျာ. ??
CS D204,"2 bedroom, 2 bathroom Condo for sale in Thanlyin, Yangon","For Sale                                    
                        3,300 Lakhs","Thanlyin, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Condo'), ('Area', '710 ft<sup>2</sup>'), ('Bed Room', '2'), ('Bath Room', '2'), ('Ownership', '')]","Property Name : သံလျင်မြို့နယ်, City Loft Condo အကြမ်းထည် ​အခန်း​လေး​ရောင်းမည်။"
Apartment For Sale in Tamwe,"Luxury Apartment for sale in Tamwe, Yangon","For Sale                                    
                        1,950 Lakhs","Tamwe, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Apartment'), ('Floor', '2'), ('Area', ""15' x 50'""), ('Ownership', '')]",Property Name : လေးထောင့်ကန်လမ်းမကြီးနှင့်ပင်ရွှေညောင်လမ်းထောင့်တိုက်၊ ဒုတိယထပ်ပြင်ဆင်ပီးအသင့်နေလက်တင်အခန်းလေးကိုအတန်ဆုံးဈေးလေးနဲ့ရောင်းပေးပါမည်
CS D202,"3 bedroom, 2 bathroom Condo for sale in Botahtaung, Yangon","For Sale                                    
                        8,000 Lakhs","Botahtaung, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Condo'), ('Area', '1750 ft<sup>2</sup>'), ('Bed Room', '3'), ('Bath Room', '2'), ('Ownership', ''), ('Furnishing Type', 'Partially Furnished')]","Property Name : ဗိုလ်တ​ထောင်မြို့နယ်, M.M.G Tower (Furniture)ပါ ပြင်ဆင်ပြီး အ​ရောင်း"
Apartment For Sale in Tamwe,"Luxury Apartment for sale in Tamwe, Yangon","For Sale                                    
                        3,150 Lakhs","Tamwe, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Apartment'), ('Floor', 'GF'), ('Area', ""15' x 55'""), ('Ownership', '')]",Property Name : တာမွေ ၊မေတ္တာညွန့် ၊ စီးပွားရေးဘဏ်အနီး ၊  15' x 55' အကျယ် ၊အမြင့် 12ပေခွဲ မြေညီ + ထပ်ခိုးပါ သော ၊ (ဘေးမြေပို၁၀ပေ ပါ) ၊  ပြင်ဆင်ပြီး အသင့်နေ အခန်းအရောင်းလေးပါ။
CS D201,"2 bedroom, 2 bathroom Condo for sale in Dagon Myothit (North), Yangon","For Sale                                    
                        3,180 Lakhs","Dagon Myothit (North), Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Condo'), ('Area', ""19' x 55'""), ('Bed Room', '2'), ('Bath Room', '2'), ('Ownership', '')]","Property Name : ​မြောက်ဒဂုံမြို့နယ်, ၃၅ရပ်ကွက်ရှိ ၂၄နာရီဓါတ်​လှေကားရ​သော ကွန်ဒိုအ​ရောင်း​လေး"
House For Sale in Dagon Myothit (South),"Luxury Privatehouse for sale in Dagon Myothit (South), Yangon","For Sale                                    
                        1,890 Lakhs","Dagon Myothit (South), Yangon",Posted Date : 09 Oct 2025,"[('Type', 'House'), ('Area', ""11' x 60'""), ('Ownership', '')]",Property Name : တောင်ဒဂုံ(၇၀)ရပ်ကွက် မင်းခေါင်လမ်းကျယ်ပေါ်၂ထပ်ခွဲတိုက်သစ် ကိုမှ အတန်ဆုံးစျေးလေးနဲ့ရောင်းချ ပေးချင်ပါတယ်
